state_usps,week_end_date,vacc_pct_any_18p,vacc_pct_full_18p,booster_pct_18p,population,weekly_cases_per_100k,weekly_deaths_per_100k,cases_per_100k,deaths_per_100k,weekly_cases_count,weekly_deaths_count,tot_cases,tot_deaths,hesitancy_pct
OR,2022-01-05,84.5,76.4,43.4,4247372,548.93,1.86,10398.15,134.65,23315.0,79.0,441648,5719,12.92
OR,2022-01-12,84.9,76.7,46.1,4247372,1254.85,2.97,11652.99,137.61,53298.0,126.0,494946,5845,12.92
OR,2022-01-19,85.5,77.0,48.6,4247372,1294.82,1.48,12947.82,139.1,54996.0,63.0,549942,5908,12.92
OR,2022-01-26,85.9,77.2,50.8,4247372,1304.83,3.3,14252.65,142.39,55421.0,140.0,605363,6048,12.92
OR,2022-02-02,86.2,77.4,52.3,4247372,909.03,2.71,15161.68,145.1,38610.0,115.0,643973,6163,12.92
OR,2022-02-09,86.4,77.5,53.2,4247372,584.1,3.74,15745.78,148.84,24809.0,159.0,668782,6322,12.92
OR,2022-02-16,86.5,77.7,54.0,4247372,324.51,2.21,16070.29,151.06,13783.0,94.0,682565,6416,12.92
OR,2022-02-23,86.7,77.8,54.4,4247372,186.35,2.43,16256.64,153.48,7915.0,103.0,690480,6519,12.92
OR,2022-03-02,86.8,77.9,54.9,4247372,114.0,3.13,16370.64,156.61,4842.0,133.0,695322,6652,12.92
OR,2022-03-09,86.9,78.0,55.3,4247372,74.66,3.48,16445.3,160.1,3171.0,148.0,698493,6800,12.92
OR,2022-03-16,87.0,78.1,55.6,4247372,50.9,3.15,16496.2,163.25,2162.0,134.0,700655,6934,12.92
OR,2022-03-23,87.1,78.1,55.8,4247372,38.35,1.81,16534.55,165.07,1629.0,77.0,702284,7011,12.92
OR,2022-03-30,87.1,78.2,56.0,4247372,36.61,3.01,16571.16,168.08,1555.0,128.0,703839,7139,12.92
OR,2022-04-06,87.2,78.3,56.3,4247372,46.55,2.02,16617.71,170.11,1977.0,86.0,705816,7225,12.92
OR,2022-04-13,87.3,78.4,56.5,4247372,63.69,4.17,16681.4,174.27,2705.0,177.0,708521,7402,12.92
OR,2022-04-20,87.4,78.5,56.7,4247372,98.04,1.48,16779.43,175.76,4164.0,63.0,712685,7465,12.92
OR,2022-04-27,87.5,78.6,56.9,4247372,139.97,0.78,16919.4,176.53,5945.0,33.0,718630,7498,12.92
OR,2022-05-04,87.7,78.7,57.1,4247372,187.9,0.47,17107.31,177.0,7981.0,20.0,726611,7518,12.92
OR,2022-05-11,87.8,78.8,57.3,4247372,208.43,0.68,17315.74,177.69,8853.0,29.0,735464,7547,12.92
OR,2022-05-18,87.8,78.9,57.5,4247372,241.54,0.49,17557.28,178.18,10259.0,21.0,745723,7568,12.92
OR,2022-05-25,87.9,79.0,57.7,4247372,270.43,0.92,17827.71,179.1,11486.0,39.0,757209,7607,12.92
OR,2022-06-01,88.0,79.0,57.8,4247372,237.23,0.75,18064.94,179.85,10076.0,32.0,767285,7639,12.92
OR,2022-06-08,88.1,79.1,57.9,4247372,245.19,1.01,18310.12,180.86,10414.0,43.0,777699,7682,12.92
OR,2022-06-15,88.2,79.2,58.1,4247372,245.52,0.89,18555.64,181.76,10428.0,38.0,788127,7720,12.92
OR,2022-06-22,88.2,79.2,58.2,4247372,233.67,0.57,18789.31,182.32,9925.0,24.0,798052,7744,12.92
OR,2022-06-29,88.3,79.3,58.4,4247372,277.21,1.48,19066.52,183.81,11774.0,63.0,809826,7807,12.92
OR,2022-07-06,88.3,79.3,58.4,4247372,231.96,0.68,19298.47,184.49,9852.0,29.0,819678,7836,12.92
OR,2022-07-13,88.4,79.3,58.5,4247372,244.41,1.13,19542.88,185.62,10381.0,48.0,830059,7884,12.92
OR,2022-07-20,88.4,79.4,58.6,4247372,217.43,2.33,19760.31,187.95,9235.0,99.0,839294,7983,12.92
OR,2022-07-27,88.5,79.4,58.7,4247372,206.03,1.84,19966.35,189.79,8751.0,78.0,848045,8061,12.92
OR,2022-08-03,88.5,79.5,58.8,4247372,192.66,2.68,20159.01,192.47,8183.0,114.0,856228,8175,12.92
OR,2022-08-10,88.6,79.5,58.9,4247372,160.48,1.81,20319.48,194.28,6816.0,77.0,863044,8252,12.92
OR,2022-08-17,88.6,79.6,59.0,4247372,137.94,1.72,20457.43,196.0,5859.0,73.0,868903,8325,12.92
OR,2022-08-24,88.7,79.6,59.0,4247372,118.99,0.94,20576.42,196.95,5054.0,40.0,873957,8365,12.92
OR,2022-08-31,88.7,79.7,59.1,4247372,98.7,1.11,20675.11,198.05,4192.0,47.0,878149,8412,12.92
OR,2022-09-07,88.8,79.7,59.1,4247372,90.57,0.99,20765.69,199.04,3847.0,42.0,881996,8454,12.92
OR,2022-09-14,88.8,79.7,59.2,4247372,93.38,0.89,20859.06,199.94,3966.0,38.0,885962,8492,12.92
OR,2022-09-21,88.9,79.8,59.3,4247372,106.98,0.66,20966.05,200.59,4544.0,28.0,890506,8520,12.92
OR,2022-09-28,89.0,79.9,59.4,4247372,100.53,0.97,21066.58,201.56,4270.0,41.0,894776,8561,12.92
OR,2022-10-05,89.1,80.0,59.5,4247372,99.76,0.68,21166.34,202.24,4237.0,29.0,899013,8590,12.92
OR,2022-10-12,89.3,80.1,59.6,4247372,77.84,0.73,21244.17,202.97,3306.0,31.0,902319,8621,12.92
OR,2022-10-19,89.4,80.2,59.8,4247372,83.68,0.57,21327.85,203.54,3554.0,24.0,905873,8645,12.92
OR,2022-10-26,89.5,80.2,59.8,4247372,54.34,0.82,21382.19,204.36,2308.0,35.0,908181,8680,12.92
OR,2022-11-02,89.7,80.4,60.0,4247372,59.14,1.08,21441.33,205.44,2512.0,46.0,910693,8726,12.92
OR,2022-11-09,89.8,80.5,60.1,4247372,73.36,0.4,21514.69,205.84,3116.0,17.0,913809,8743,12.92
OR,2022-11-16,89.9,80.6,60.2,4247372,78.99,1.04,21593.68,206.88,3355.0,44.0,917164,8787,12.92
OR,2022-11-23,90.0,80.7,60.4,4247372,83.68,0.87,21677.36,207.75,3554.0,37.0,920718,8824,12.92
OR,2022-11-30,90.1,80.7,60.5,4247372,92.15,0.94,21769.51,208.69,3914.0,40.0,924632,8864,12.92
OR,2022-12-07,90.2,80.8,60.6,4247372,105.83,0.66,21875.34,209.35,4495.0,28.0,929127,8892,12.92
OR,2022-12-14,90.3,80.8,60.7,4247372,93.73,1.01,21969.07,210.37,3981.0,43.0,933108,8935,12.92
OR,2022-12-21,90.4,80.9,60.8,4247372,85.06,0.31,22054.13,210.67,3613.0,13.0,936721,8948,12.92
OR,2022-12-28,90.4,80.9,60.9,4247372,60.79,0.33,22114.92,211.0,2582.0,14.0,939303,8962,12.92
OR,2023-01-04,90.5,81.0,60.9,4253653,66.25,1.46,22148.52,212.15,2818.0,62.0,942121,9024,12.92
OR,2023-01-11,90.6,81.0,61.0,4253653,58.8,1.27,22207.31,213.42,2501.0,54.0,944622,9078,12.92
OR,2023-01-18,90.6,81.0,61.1,4253653,49.49,1.48,22256.8,214.9,2105.0,63.0,946727,9141,12.92
OR,2023-01-25,90.6,81.1,61.1,4253653,51.11,0.54,22307.91,215.44,2174.0,23.0,948901,9164,12.92
OR,2023-02-01,90.7,81.1,61.2,4253653,60.28,1.58,22368.19,217.01,2564.0,67.0,951465,9231,12.92
OR,2023-02-08,90.7,81.1,61.2,4253653,61.41,0.45,22429.59,217.46,2612.0,19.0,954077,9250,12.92
OR,2023-02-15,90.8,81.1,61.2,4253653,63.31,1.06,22492.9,218.52,2693.0,45.0,956770,9295,12.92
OR,2023-02-22,90.8,81.2,61.3,4253653,61.66,0.92,22554.57,219.43,2623.0,39.0,959393,9334,12.92
OR,2023-03-01,90.8,81.2,61.3,4253653,50.07,0.61,22604.64,220.05,2130.0,26.0,961523,9360,12.92
OR,2023-03-08,90.8,81.2,61.3,4253653,47.98,0.28,22652.62,220.33,2041.0,12.0,963564,9372,12.92
OR,2023-03-15,90.9,81.2,61.3,4253653,40.46,1.27,22693.08,221.6,1721.0,54.0,965285,9426,12.92
OR,2023-03-22,90.9,81.2,61.4,4253653,43.96,0.45,22737.05,222.04,1870.0,19.0,967155,9445,12.92
OR,2023-03-29,90.9,81.3,61.4,4253653,38.41,0.59,22775.46,222.63,1634.0,25.0,968789,9470,12.92
OR,2023-04-05,90.9,81.3,61.4,4253653,31.95,0.21,22807.41,222.84,1359.0,9.0,970148,9479,12.92
OR,2023-04-12,90.9,81.3,61.4,4253653,30.28,1.1,22837.69,223.95,1288.0,47.0,971436,9526,12.92
OR,2023-04-19,91.0,81.3,61.4,4253653,28.78,0.07,22866.46,224.02,1224.0,3.0,972660,9529,12.92
OR,2023-04-26,91.0,81.3,61.4,4253653,28.38,0.21,22894.84,224.23,1207.0,9.0,973867,9538,12.92
OR,2023-05-03,91.0,81.3,61.5,4253653,24.85,0.14,22919.69,224.37,1057.0,6.0,974924,9544,12.92
OR,2023-05-10,91.0,81.3,61.5,4253653,21.91,0.14,22941.6,224.51,932.0,6.0,975856,9550,12.92
PA,2020-12-16,0.0,0.0,0.0,12996143,4061.74,102.59,4061.74,102.59,527869.0,13333.0,527869,13333,15.27
PA,2020-12-23,0.0,0.0,0.0,12996143,475.85,10.23,4537.58,112.83,61842.0,1330.0,589711,14663,15.27
PA,2020-12-30,0.0,0.0,0.0,12996143,388.02,9.72,4925.61,122.54,50428.0,1263.0,640139,15926,15.27
PA,2021-01-06,0.0,0.0,0.0,13015571,399.05,9.52,5317.31,131.88,51939.0,1239.0,692078,17165,15.27
PA,2021-01-13,0.0,0.0,0.0,13015571,446.14,11.24,5763.45,143.12,58068.0,1463.0,750146,18628,15.27
PA,2021-01-20,0.0,0.0,0.0,13015571,316.97,10.75,6080.42,153.87,41256.0,1399.0,791402,20027,15.27
PA,2021-01-27,0.0,0.0,0.0,13015571,272.09,9.34,6352.51,163.21,35414.0,1216.0,826816,21243,15.27
PA,2021-02-03,0.0,0.0,0.0,13015571,269.88,6.45,6622.39,169.67,35126.0,840.0,861942,22083,15.27
PA,2021-02-10,0.0,0.0,0.0,13015571,206.51,5.97,6828.9,175.64,26878.0,777.0,888820,22860,15.27
PA,2021-02-17,13.8,0.0,0.0,13015571,166.84,4.32,6995.74,179.95,21715.0,562.0,910535,23422,15.27
PA,2021-02-24,17.0,0.0,0.0,13015571,138.55,3.43,7134.29,183.39,18033.0,447.0,928568,23869,15.27
PA,2021-03-03,19.9,0.0,0.0,13015571,139.44,2.84,7273.73,186.23,18149.0,370.0,946717,24239,15.27
PA,2021-03-10,24.3,11.4,0.0,13015571,134.72,2.1,7408.45,188.33,17535.0,273.0,964252,24512,15.27
PA,2021-03-17,29.6,15.1,0.0,13015571,143.39,1.8,7551.84,190.13,18663.0,234.0,982915,24746,15.27
PA,2021-03-24,35.1,18.0,0.0,13015571,179.45,1.53,7731.29,191.66,23356.0,199.0,1006271,24945,15.27
PA,2021-03-31,39.9,20.9,0.0,13015571,222.91,1.66,7954.2,193.31,29013.0,216.0,1035284,25161,15.27
PA,2021-04-07,44.5,24.2,0.0,13015571,230.87,1.56,8185.07,194.87,30049.0,203.0,1065333,25364,15.27
PA,2021-04-14,50.9,29.9,0.0,13015571,261.23,1.94,8446.3,196.81,34001.0,252.0,1099334,25616,15.27
PA,2021-04-21,55.9,34.4,0.0,13015571,236.52,2.37,8682.82,199.18,30784.0,309.0,1130118,25925,15.27
PA,2021-04-28,60.4,38.8,0.0,13015571,190.69,2.27,8873.51,201.46,24820.0,296.0,1154938,26221,15.27
PA,2021-05-05,63.7,42.7,0.0,13015571,166.18,2.15,9039.69,203.61,21629.0,280.0,1176567,26501,15.27
PA,2021-05-12,66.2,46.7,0.0,13015571,117.47,1.91,9157.16,205.52,15290.0,249.0,1191857,26750,15.27
PA,2021-05-19,68.2,50.0,0.0,13015571,85.34,1.91,9242.51,207.44,11108.0,249.0,1202965,26999,15.27
PA,2021-05-26,70.0,52.7,0.0,13015571,67.74,1.5,9310.25,208.93,8817.0,195.0,1211782,27194,15.27
PA,2021-06-02,71.3,54.6,0.0,13015571,39.58,1.0,9349.82,209.93,5151.0,130.0,1216933,27324,15.27
PA,2021-06-09,72.6,56.4,0.0,13015571,29.74,1.12,9379.57,211.05,3871.0,146.0,1220804,27470,15.27
PA,2021-06-16,73.7,57.8,0.0,13015571,19.7,0.8,9399.26,211.85,2564.0,104.0,1223368,27574,15.27
PA,2021-06-23,74.7,59.2,0.0,13015571,12.74,0.58,9412.0,212.44,1658.0,76.0,1225026,27650,15.27
PA,2021-06-30,75.4,60.1,0.0,13015571,9.74,0.47,9421.75,212.91,1268.0,61.0,1226294,27711,15.27
PA,2021-07-07,76.0,60.8,0.0,13015571,9.12,0.33,9430.87,213.24,1187.0,43.0,1227481,27754,15.27
PA,2021-07-14,76.6,61.4,0.0,13015571,13.81,0.35,9444.68,213.59,1798.0,46.0,1229279,27800,15.27
PA,2021-07-21,77.2,62.1,0.0,13015571,23.69,0.33,9468.37,213.92,3084.0,43.0,1232363,27843,15.27
PA,2021-07-28,77.9,62.6,0.0,13015571,37.23,0.21,9505.61,214.13,4846.0,27.0,1237209,27870,15.27
PA,2021-08-04,78.8,63.3,0.0,13015571,63.39,0.35,9569.0,214.47,8251.0,45.0,1245460,27915,15.27
PA,2021-08-11,79.7,63.9,0.0,13015571,90.29,0.35,9659.29,214.83,11752.0,46.0,1257212,27961,15.27
PA,2021-08-18,80.6,64.5,0.0,13015571,114.93,0.68,9774.22,215.51,14959.0,89.0,1272171,28050,15.27
PA,2021-08-25,81.5,65.2,0.0,13015571,154.15,0.9,9928.37,216.41,20063.0,117.0,1292234,28167,15.27
PA,2021-09-01,82.4,66.0,0.0,13015571,182.18,0.87,10110.55,217.28,23712.0,113.0,1315946,28280,15.27
PA,2021-09-08,83.2,66.7,0.0,13015571,195.24,1.58,10305.79,218.86,25411.0,206.0,1341357,28486,15.27
PA,2021-09-15,84.0,67.4,0.0,13015571,235.27,1.95,10541.06,220.81,30622.0,254.0,1371979,28740,15.27
PA,2021-09-22,84.7,68.0,0.0,13015571,260.3,2.3,10801.36,223.11,33880.0,299.0,1405859,29039,15.27
PA,2021-09-29,85.7,68.7,0.0,13015571,257.66,2.46,11059.02,225.57,33536.0,320.0,1439395,29359,15.27
PA,2021-10-06,86.9,69.3,0.0,13015571,261.28,3.07,11320.3,228.64,34007.0,400.0,1473402,29759,15.27
PA,2021-10-13,88.3,70.0,0.0,13015571,257.33,3.89,11577.63,232.53,33493.0,506.0,1506895,30265,15.27
PA,2021-10-20,89.7,71.0,3.9,13015571,235.32,3.74,11812.95,236.27,30628.0,487.0,1537523,30752,15.27
PA,2021-10-27,90.9,71.4,5.0,13015571,212.59,3.64,12025.54,239.91,27670.0,474.0,1565193,31226,15.27
PA,2021-11-03,93.4,72.1,7.5,13015571,207.33,3.95,12232.87,243.86,26985.0,514.0,1592178,31740,15.27
PA,2021-11-10,95.4,72.8,9.7,13015571,242.85,3.63,12475.72,247.49,31608.0,472.0,1623786,32212,15.27
PA,2021-11-17,97.4,73.3,11.7,13015571,288.01,3.4,12763.73,250.88,37486.0,442.0,1661272,32654,15.27
PA,2021-11-24,94.8,68.9,13.5,13015571,341.61,3.63,13105.33,254.51,44462.0,472.0,1705734,33126,15.27
PA,2021-12-01,95.7,69.3,15.5,13015571,307.74,3.37,13413.07,257.88,40054.0,438.0,1745788,33564,15.27
PA,2021-12-08,97.0,70.0,18.5,13015571,419.77,5.16,13832.85,263.03,54636.0,671.0,1800424,34235,15.27
PA,2021-12-15,95.0,70.6,21.5,13015571,444.58,6.19,14277.43,269.22,57865.0,806.0,1858289,35041,15.27
PA,2021-12-22,89.2,73.7,32.1,13015571,433.73,6.05,14711.16,275.27,56453.0,787.0,1914742,35828,15.27
PA,2021-12-29,90.2,74.0,34.0,13015571,617.36,5.66,15328.52,280.93,80353.0,737.0,1995095,36565,15.27
PA,2022-01-05,91.0,74.3,35.7,12984990,1192.04,5.07,16556.66,286.66,154786.0,658.0,2149881,37223,15.27
PA,2022-01-12,92.1,74.7,37.6,12984990,1549.27,7.94,18105.93,294.6,201172.0,1031.0,2351053,38254,15.27
PA,2022-01-19,93.0,75.1,38.9,12984990,1206.84,5.32,19312.77,299.92,156708.0,691.0,2507761,38945,15.27
PA,2022-01-26,93.7,75.4,41.8,12984990,763.52,8.89,20076.29,308.82,99143.0,1155.0,2606904,40100,15.27
PA,2022-02-02,94.2,75.7,42.6,12984990,530.49,7.98,20606.78,316.8,68884.0,1036.0,2675788,41136,15.27
PA,2022-02-09,94.5,75.9,43.0,12984990,265.35,6.32,20872.13,323.12,34456.0,821.0,2710244,41957,15.27
PA,2022-02-16,94.9,76.2,43.4,12984990,173.71,4.77,21045.84,327.89,22556.0,620.0,2732800,42577,15.27
PA,2022-02-23,95.0,76.4,43.8,12984990,127.55,3.4,21173.39,331.29,16562.0,441.0,2749362,43018,15.27
PA,2022-03-02,95.0,76.6,44.1,12984990,76.51,3.01,21249.9,334.3,9935.0,391.0,2759297,43409,15.27
PA,2022-03-09,95.0,76.7,44.2,12984990,53.18,2.29,21303.08,336.6,6906.0,298.0,2766203,43707,15.27
PA,2022-03-16,95.0,76.8,44.4,12984990,42.09,1.7,21345.18,338.3,5466.0,221.0,2771669,43928,15.27
PA,2022-03-23,95.0,76.9,44.5,12984990,32.66,1.15,21377.84,339.45,4241.0,149.0,2775910,44077,15.27
PA,2022-03-30,95.0,77.0,44.7,12984990,33.32,1.01,21411.15,340.45,4326.0,131.0,2780236,44208,15.27
PA,2022-04-06,95.0,77.2,44.9,12984990,37.4,0.8,21448.56,341.26,4857.0,104.0,2785093,44312,15.27
PA,2022-04-13,95.0,77.4,45.1,12984990,53.79,0.53,21502.34,341.79,6984.0,69.0,2792077,44381,15.27
PA,2022-04-20,95.0,77.6,45.3,12984990,72.74,0.82,21575.08,342.6,9445.0,106.0,2801522,44487,15.27
PA,2022-04-27,95.0,77.8,45.5,12984990,87.03,0.59,21662.11,343.2,11301.0,77.0,2812823,44564,15.27
PA,2022-05-04,95.0,78.0,45.6,12984990,115.55,0.72,21777.66,343.91,15004.0,93.0,2827827,44657,15.27
PA,2022-05-11,95.0,78.2,45.7,12984990,169.63,0.6,21947.29,344.51,22026.0,78.0,2849853,44735,15.27
PA,2022-05-18,95.0,78.3,45.8,12984990,213.81,0.61,22161.1,345.12,27763.0,79.0,2877616,44814,15.27
PA,2022-05-25,95.0,78.5,46.0,12984990,235.94,1.82,22397.04,346.94,30637.0,236.0,2908253,45050,15.27
PA,2022-06-01,95.0,78.7,46.1,12984990,187.45,0.8,22584.49,347.74,24341.0,104.0,2932594,45154,15.27
PA,2022-06-08,95.0,78.8,46.2,12984990,171.06,1.14,22755.55,348.88,22212.0,148.0,2954806,45302,15.27
PA,2022-06-15,95.0,78.9,46.3,12984990,134.59,1.12,22890.14,350.0,17476.0,145.0,2972282,45447,15.27
PA,2022-06-22,95.0,79.0,46.4,12984990,116.97,0.77,23007.1,350.77,15188.0,100.0,2987470,45547,15.27
PA,2022-06-29,95.0,79.2,46.5,12984990,107.14,0.49,23114.24,351.25,13912.0,63.0,3001382,45610,15.27
PA,2022-07-06,95.0,79.2,46.5,12984990,131.03,0.83,23245.27,352.08,17014.0,108.0,3018396,45718,15.27
PA,2022-07-13,95.0,79.3,46.6,12984990,152.26,0.99,23397.53,353.08,19771.0,129.0,3038167,45847,15.27
PA,2022-07-20,95.0,79.5,46.7,12984990,154.69,0.69,23552.22,353.76,20086.0,89.0,3058253,45936,15.27
PA,2022-07-27,95.0,79.6,46.8,12984990,192.78,1.06,23745.0,354.82,25033.0,137.0,3083286,46073,15.27
PA,2022-08-03,95.0,79.7,46.9,12984990,169.18,0.69,23914.18,355.51,21968.0,90.0,3105254,46163,15.27
PA,2022-08-10,95.0,79.8,46.9,12984990,159.09,0.95,24073.27,356.46,20658.0,123.0,3125912,46286,15.27
PA,2022-08-17,95.0,79.8,47.0,12984990,165.59,0.9,24238.86,357.36,21502.0,117.0,3147414,46403,15.27
PA,2022-08-24,95.0,79.9,47.0,12984990,155.73,0.75,24394.6,358.11,20222.0,98.0,3167636,46501,15.27
PA,2022-08-31,95.0,80.0,47.1,12984990,140.78,0.82,24535.38,358.94,18280.0,107.0,3185916,46608,15.27
PA,2022-09-07,95.0,80.0,47.1,12984990,130.61,1.19,24665.99,360.12,16960.0,154.0,3202876,46762,15.27
PA,2022-09-14,95.0,80.1,47.1,12984990,145.81,1.01,24811.8,361.13,18934.0,131.0,3221810,46893,15.27
PA,2022-09-21,95.0,80.1,47.1,12984990,133.16,0.99,24944.96,362.13,17291.0,129.0,3239101,47022,15.27
PA,2022-09-28,95.0,80.2,47.1,12984990,117.42,0.9,25062.38,363.03,15247.0,117.0,3254348,47139,15.27
PA,2022-10-05,95.0,80.5,47.7,12984990,98.41,0.91,25160.8,363.94,12779.0,118.0,3267127,47257,15.27
PA,2022-10-12,95.0,80.7,47.9,12984990,103.06,0.84,25263.85,364.78,13382.0,109.0,3280509,47366,15.27
PA,2022-10-19,95.0,80.9,48.1,12984990,93.45,1.0,25357.3,365.78,12134.0,130.0,3292643,47496,15.27
PA,2022-10-26,95.0,81.1,48.3,12984990,94.69,1.06,25451.99,366.84,12295.0,138.0,3304938,47634,15.27
PA,2022-11-02,95.0,81.3,48.5,12984990,100.65,1.14,25552.64,367.98,13070.0,148.0,3318008,47782,15.27
PA,2022-11-09,95.0,81.5,48.7,12984990,94.11,1.16,25646.75,369.13,12220.0,150.0,3330228,47932,15.27
PA,2022-11-16,95.0,81.7,48.9,12984990,75.37,1.49,25722.12,370.63,9787.0,194.0,3340015,48126,15.27
PA,2022-11-23,95.0,81.8,49.0,12984990,77.41,1.12,25799.53,371.74,10052.0,145.0,3350067,48271,15.27
PA,2022-11-30,95.0,81.9,49.1,12984990,82.63,0.89,25882.17,372.64,10730.0,116.0,3360797,48387,15.27
PA,2022-12-07,95.0,82.0,49.2,12984990,107.32,1.08,25989.49,373.72,13936.0,140.0,3374733,48527,15.27
PA,2022-12-14,95.0,82.2,49.3,12984990,106.57,1.04,26096.06,374.76,13838.0,135.0,3388571,48662,15.27
PA,2022-12-21,95.0,82.3,49.4,12984990,112.48,1.05,26208.55,375.8,14606.0,136.0,3403177,48798,15.27
PA,2022-12-28,95.0,82.3,49.4,12984990,99.85,0.72,26308.39,376.53,12965.0,94.0,3416142,48892,15.27
PA,2023-01-04,95.0,82.4,49.5,13017721,120.75,1.09,26362.99,376.67,15719.0,142.0,3431861,49034,15.27
PA,2023-01-11,95.0,82.5,49.5,13017721,116.99,1.76,26479.99,378.43,15230.0,229.0,3447091,49263,15.27
PA,2023-01-18,95.0,82.5,49.6,13017721,84.85,1.03,26564.83,379.46,11045.0,134.0,3458136,49397,15.27
PA,2023-01-25,95.0,82.6,49.6,13017721,84.04,1.81,26648.87,381.27,10940.0,236.0,3469076,49633,15.27
PA,2023-02-01,95.0,82.6,49.6,13017721,78.88,1.21,26727.76,382.49,10269.0,158.0,3479345,49791,15.27
PA,2023-02-08,95.0,82.7,49.7,13017721,85.68,0.99,26813.44,383.48,11154.0,129.0,3490499,49920,15.27
PA,2023-02-15,95.0,82.7,49.7,13017721,86.14,1.04,26899.58,384.51,11213.0,135.0,3501712,50055,15.27
PA,2023-02-22,95.0,82.8,49.7,13017721,80.08,0.87,26979.66,385.38,10425.0,113.0,3512137,50168,15.27
PA,2023-03-01,95.0,82.8,49.8,13017721,66.65,0.87,27046.31,386.25,8676.0,113.0,3520813,50281,15.27
PA,2023-03-08,95.0,82.8,49.8,13017721,54.09,0.9,27100.4,387.15,7041.0,117.0,3527854,50398,15.27
PA,2023-03-15,95.0,82.9,49.8,13017721,46.73,0.91,27147.13,388.06,6083.0,119.0,3533937,50517,15.27
PA,2023-03-22,95.0,82.9,49.8,13017721,39.93,0.81,27187.06,388.88,5198.0,106.0,3539135,50623,15.27
PA,2023-03-29,95.0,82.9,49.8,13017721,36.78,0.69,27223.84,389.57,4788.0,90.0,3543923,50713,15.27
PA,2023-04-05,95.0,82.9,49.8,13017721,31.07,0.51,27254.9,390.08,4044.0,67.0,3547967,50780,15.27
PA,2023-04-12,95.0,82.9,49.8,13017721,26.68,0.61,27281.58,390.7,3473.0,80.0,3551440,50860,15.27
PA,2023-04-19,95.0,83.0,49.8,13017721,20.65,0.66,27302.23,391.36,2688.0,86.0,3554128,50946,15.27
PA,2023-04-26,95.0,83.0,49.9,13017721,14.6,0.41,27316.82,391.77,1900.0,53.0,3556028,50999,15.27
PA,2023-05-03,95.0,83.1,49.9,13017721,10.19,0.33,27327.01,392.1,1326.0,43.0,3557354,51042,15.27
PA,2023-05-10,95.0,83.1,49.9,13017721,15.19,0.04,27342.2,392.13,1977.0,5.0,3559331,51047,15.27
RI,2020-12-16,0.0,0.0,0.0,1096530,6811.76,145.73,6811.76,145.73,74693.0,1598.0,74693,1598,9.47
RI,2020-12-23,0.0,0.0,0.0,1096530,488.81,10.21,7300.58,155.95,5360.0,112.0,80053,1710,9.47
RI,2020-12-30,0.0,0.0,0.0,1096530,559.67,6.29,7860.25,162.24,6137.0,69.0,86190,1779,9.47
RI,2021-01-06,0.0,0.0,0.0,1097246,611.9,11.57,8467.02,173.71,6714.0,127.0,92904,1906,9.47
RI,2021-01-13,0.0,0.0,0.0,1097246,593.94,7.84,9060.96,181.55,6517.0,86.0,99421,1992,9.47
RI,2021-01-20,0.0,0.0,0.0,1097246,463.98,7.2,9524.94,188.75,5091.0,79.0,104512,2071,9.47
RI,2021-01-27,0.0,0.0,0.0,1097246,416.32,6.2,9941.25,194.94,4568.0,68.0,109080,2139,9.47
RI,2021-02-03,0.0,0.0,0.0,1097246,299.2,5.83,10240.46,200.78,3283.0,64.0,112363,2203,9.47
RI,2021-02-10,0.0,0.0,0.0,1097246,253.54,6.11,10494.0,206.88,2782.0,67.0,115145,2270,9.47
RI,2021-02-17,11.8,0.0,0.0,1097246,203.87,8.38,10697.87,215.27,2237.0,92.0,117382,2362,9.47
RI,2021-02-24,18.0,0.0,0.0,1097246,201.69,11.67,10899.56,226.93,2213.0,128.0,119595,2490,9.47
RI,2021-03-03,23.6,0.0,0.0,1097246,217.64,3.83,11117.2,230.76,2388.0,42.0,121983,2532,9.47
RI,2021-03-10,28.8,11.4,0.0,1097246,200.41,2.1,11317.61,232.86,2199.0,23.0,124182,2555,9.47
RI,2021-03-17,33.4,14.5,0.0,1097246,194.3,2.55,11511.91,235.41,2132.0,28.0,126314,2583,9.47
RI,2021-03-24,37.1,21.1,0.0,1097246,225.2,1.28,11737.11,236.68,2471.0,14.0,128785,2597,9.47
RI,2021-03-31,40.8,25.9,0.0,1097246,262.84,1.73,11999.95,238.42,2884.0,19.0,131669,2616,9.47
RI,2021-04-07,45.8,31.4,0.0,1097246,238.51,1.28,12238.46,239.69,2617.0,14.0,134286,2630,9.47
RI,2021-04-14,52.0,36.9,0.0,1097246,257.74,1.37,12496.2,241.06,2828.0,15.0,137114,2645,9.47
RI,2021-04-21,57.6,40.3,0.0,1097246,201.05,1.28,12697.24,242.33,2206.0,14.0,139320,2659,9.47
RI,2021-04-28,63.4,43.7,0.0,1097246,156.03,0.82,12853.27,243.15,1712.0,9.0,141032,2668,9.47
RI,2021-05-05,65.6,47.9,0.0,1097246,121.76,1.46,12975.03,244.61,1336.0,16.0,142368,2684,9.47
RI,2021-05-12,67.7,52.6,0.0,1097246,88.22,1.18,13063.25,245.8,968.0,13.0,143336,2697,9.47
RI,2021-05-19,69.2,58.7,0.0,1097246,62.98,0.46,13126.23,246.25,691.0,5.0,144027,2702,9.47
RI,2021-05-26,71.1,61.3,0.0,1097246,42.01,0.46,13168.24,246.71,461.0,5.0,144488,2707,9.47
